content,pubTime,title 
"
                                                
    (水利学会联络员王晓宇报道)山西省忻州市为山西最大的地级市，总土地面积占全省土地面积的1/6，拥有享誉中外的五台山，奇村、顿村温泉，汾河发源地等著名的水利生态旅游资源，长期以来，忻州市广大水利科技工作者奋战在水利建设第一线，为忻州乃至全省水利事业的发展做出了重大贡献。

    山西省水利学会所属忻州市水利学会成立于1972年，经过卅载不懈努力，目前该学会已拥有20个专业学组，14个市、县、区学会、学组，2个单位学会、学组及组织、学术、咨询3个工作委员会，拥有与水利相关的地质、测量、水文、水工、管理、农水、政策法规等多学科的专业技术人才，配合山西省水利学会做了大量卓有成效的工作。
    
    新任局长杨荣旺通过参加国外水利科技考察，对学会工作有了新的认识。在局领导的大力支持下，忻州市水利学会于2003年4月15日召开了第五次全市会员代表大会，杨局长在会上畅谈了自己对水利学会工作的几点朴素的认识：水利行业是个技术与行政管理相结合的部门，广大水利科技人才需要一个自己的“家”，对水利学会的重视，就是对水利科技的重视；要给各地水利局局长压担子，要求他们大力支持水利学会开展工作；服务机构、中介组织取代行政领导，是民主化进程的必然趋势，水利学会应承担政府转化职能。

    正是基于这样一种共识，经过全体代表及新一届理事会选举，新的一届理事会领导机构应运而生，他们平均年龄40岁左右。学会6名领导中，清华大学水利系毕业生占3名。新任理事长，市水利局郭元德总工年龄为40岁，他在会上表示要尽快制订可行的并且积极向上的计划，广泛调动广大水利科技工作者的积极性，为忻州市水利事业的发展做出更大贡献。
                                            /n",2003-04-23,国外科技考察开启新思维
"
                                                    开展防治非典的科普活动是当前防治非典斗争的重要战役。加强防治非典的科普宣传，普及防治非典的科学知识，传播防治非典的科学方法，是与反科学、伪科学和封建迷信作斗争的有效武器。国家科技部确定2003年科技活动周的主题为“依靠科学，战胜非典”。湖北省水利学会与湖北省水利厅高度重视，并成立了科技活动周领导小组。宣传活动采用展板和多媒体演示等形式，从非典的特征、发病机理、预防方法、传播途径、治疗手段等方面进行了介绍。5月17日至22日在湖北省水利厅机关及湖北省水利水电职业技术学院展示宣传，先后有数千干部职工及学生参观了展览。受到了深刻的教育，认识到非典并不可怕，关键要有良好的心理状态和科学的应对办法。我们只有依靠科学、相信科学、运用科学，不断提高自身的科技文化素质，才能坚定信心，战而胜之。
                                            /n",2003-06-05,依靠科学 战胜非典
"
                                                    第四届国际坝工会议将于2004年10月18日至20日在中国南京举行。会议由河海大学主办，由新加坡CI-Premier公司具体协办。

    
会议论文涉及的领域
    坝工设计进展
    大坝现代设计、分析的的理论和方法
    运行的可靠性和安全度评估
    大坝和坝基岩体的稳定性
    大坝的规划、分析、设计、施工和管理
    大坝基础和渗流
    大坝安全监控的理论、方法和专家系统
    大坝的动力特性和抗震设计
    老坝隐患的检测、加固修复和健康诊断
    建坝的生态环境影响
    
其它
    研究对象除大坝外，还包括水利水电枢纽中的厂房、输水系统、通航建筑物、地下洞室、高边坡等。详细情况请浏览网站：
http://www.dam04.com/index.htm

                                            /n",2003-06-25,第四届国际坝工会议将于2004年在南京召开
"
                                                    8月11-13日，江苏省水利学会在常州成功举办2003’江苏青少年水利科技夏令营，参加这次夏令营的有来自淮阴、连云港、南京等地的60多名优秀中学生，其中有曾获得优秀团员、优秀少先队员、三好学生等光荣称号；也有参加中央电视台军事知识比赛及数学、语文等科目竞赛和小发明的获奖选手，这些小营员们充满了对理想的追求和对知识的渴望。

    省水利学会对举办这次夏令营非常重视，戴玉凯理事长多次召集学会秘书长及秘书处全体同志开会，研究部署夏令营的有关事项，专门成立了筹备班子，确定本次夏令营主题是：“珍惜水资源，保护水环境”并紧紧围绕这一主题安排活动日程。学会还专门派人负责这次夏令营的生活与交通。这次夏令营得到上下领导的重视，常州市水利学会张春怀秘书长常驻营地，戴玉凯理事长和潘杰秘书长专程赴常州看望营员并召开各市带队工作人员会议。

    本次夏令营紧紧围绕主题安排活动，参观了澡港水利枢纽、常州新闸等水利工程，并安排了丰富多彩的活动内容。广大营员普遍反映收获很大，他们说，通过参加夏令营，更加理解了父辈的工作，更加知道节约水，保护水环境的重要意义。大家都表示今后要从自己做起，用实际行动来节约用水，保护水环境。有的营员还立志将来继承父辈事业，从事水利，从事水环境保护。
                                            /n",2003-08-14,2003’江苏省青少年水利科技夏令营在常州成功举办
"
                                                    (中国水利学会通讯员叶志达南京报道)为了进一步贯彻落实《中华人民共和国科学技术普及法》和中共中央、国务院“关于加强科普工作”的文件精神，扩大青少年知识视野，丰富他们的暑假生活，培养他们热爱祖国、热爱集体、热爱科学的精神，提高他们获取信息和驾驭现代科技的能力，河海大学科学技术协会于8月19日举办了“2003年青少年科技夏令营”。 

    来自南京市外国语学校、金陵中学、南师附中、力学小学、琅琊路小学等十多所中小学的六十多名学生参加了本次夏令营。营员们先后听取了石高玉教授作的“如何学习英语”和陈定圻教授作的“如何进行创新思维”报告，参观了河海大学的实验室及江宁校区、南京长江二桥及国际桥梁展览馆，游览了八卦洲等。






                                            /n",2003-09-01,河海大学科协举办2003年青少年科技夏令营
"
                                                    (中国水利学会通讯员叶志达报道)8月22日，经来自中国内地、香港、台湾以及美国、法国、德国、加拿大、澳大利亚、日本、新加坡等国家和地区的全球华人岩土工程学者联谊会（筹）的专家学者在上海投票表决，决定由河海大学主办“第二届全球华人岩土工程论坛”，论坛将于2005年在南京举行。

　　“全球华人岩土工程论坛”以传播海内外华人岩土工程学者的成就为宗旨，重在加强学者之间的学术交流和情感联络，共同探讨新世纪岩土工程发展趋势以及华人科学工作者的时代使命。

    “首届全球华人岩土工程论坛”于今年8月20日在上海举行，历时三天。论坛由同济大学与香港理工大学、台湾中华大学、日本佐贺大学、法国路桥大学联合发起，河海大学、清华大学、浙江大学、南京大学等协办。来自中国内地、香港、台湾以及美国、法国、德国、加拿大、澳大利亚、日本、新加坡等国家和地区的近百名海内外岩土工程领域的华人学者出席了论坛。论坛共收到了一百多篇学术论文，其中部分作者是这一领域成果卓著的国内外知名专家，反映了当前国际岩土工程界的一些热点研究问题和最新科研成果。会上与会者围绕岩土工程理论研究及工程应用中的诸多问题展开了热烈而深入的讨论，河海大学徐卫亚教授和刘汉龙教授分别应邀作了大会特邀学术报告。论坛举办期间，成立了全球华人岩土工程学者联谊会（筹）。
                                            /n",2003-09-04,河海大学将主办“第二届全球华人岩土工程论坛”
齐凯新2003年9月27日/n,2003-09-28,灌溉所准确定位，进行学科调整
"
                                                    (水利学会通讯员李爱珍 上海报道)2003年9月19日，水利部在上海主持召开《太湖底泥与污染情况调查报告》审查会。太湖流域管理局编制的《太湖底泥与污染情况调查报告》，通过了由水利、环保、科研院校等单位11位院士、专家组成的专家组的审查。财政部、科技部、国家环保总局有关司局领导到会指导。

    太湖是我国第三大淡水湖，是太湖流域工农业生产和生活用水的重要供水水源地。太湖流域水污染问题严重制约了太湖地区经济社会可持续发展，太湖水污染治理是国家确定的“三河三湖”治理的重要任务之一。2001年9月，国务院在苏州召开了太湖水污染防治第三次工作会议，温家宝同志亲临会议并作了重要讲话，提出了太湖流域水资源保护“以动治静，以清释污，以丰补枯，改善水质”的“十六”字方针。国务院批复的《太湖水污染防治“十五”计划》，明确了开展太湖底泥疏浚前期论证工作计划。水利部积极贯彻落实会议精神，在国家发展与改革委员会和财政部的大力支持下，启动了“引江济太”调水试验工程和开展了太湖底泥与污染情况调查工作。

    太湖底泥与污染情况调查，历时近一年，是太湖史上第一次大规模、较为全面的底泥调查，共获取基础资料数据一万五千余个，并建立了太湖底泥量、污染成份与分布的数据库。

    调查结果显示，太湖底泥污染主要以有机型为主，污染主要分布在北部湖湾以及西部沿岸出入湖口区域。太湖底泥间隙水营养物质含量总体上明显高于湖水，特别是北部湖湾及东太湖。

    调查报告还提出了太湖底泥生态清淤的建议范围、下一步深化前期工作和专项机理研究的建议。

    与会专家认为，太湖底泥与污染情况调查工作是落实国务院第三次太湖水污染防治会议精神和《太湖水污染防治“十五”计划》的一项重要的基础性工作。全面调查太湖底泥与污染情况是做好太湖流域水污染综合治理决策的重要基础工作之一，是非常必要和及时的。调查工作在现场测量、底泥分类测量、间隙水成份检测技术等方面有所创新，出色地完成了调查工作大纲和技术大纲的要求。调查结果基本摸清了太湖底泥分布和污染现状，为太湖底泥生态清淤决策提供了重要参考依据。

    专家建议在现有调查成果基础上，进一步开展太湖重点区域的流泥水动力学特性和生态现状的调查；做好内源污染释放影响评估工作。并尽快开展太湖底泥生态疏浚规划，启动重点区域污染底泥生态清淤试验工作，对污染严重的区域底泥尽早实施生态清淤，早日实现国家确定的太湖水污染防治目标。




                                            /n",2003-09-23,太湖底泥与污染情况调查报告通过审查
"
                                                
    (水利学会通讯员叶志达报道)为了更好地贯彻落实《中华人民共和国科学技术普及法》,加强校园科学技术普及工作，提高在校学生科学文化素质，推动学校精神文明建设，河海大学科学技术协会结合“防治非典”工作，在今年9月举办了“依靠科学战胜非典学生宣传画设计制作大赛暨河海大学首届学生科普宣传画设计制作大赛”。

    这次大赛征集到60余件作品，分别出自河海大学清凉山和江宁校区12个学院以及常州校区的大学生、研究生之手，充分表达了同学们对“瘟疫-非典”的深刻感受和对“防治非典”知识的理解。近日，这些作品已在学校三个校区同时展出，并将由专家进行优秀作品评选。这次学生科普作品创作比赛既是一次同学们美术才华的展示，更是同学们积极参与“防治非典”工作的一次具体行动，通过比赛和展览，将使使更多的同学关心和参与到“防治非典”工作中去，为保护每一个人的健康作出自己的贡献。
                                            /n",2003-10-08,河海大学科协举办“依靠科学战胜非典”学生科普宣传画创作大赛
长江委、黄委、山东、湖北、广东、重庆、江苏、辽宁、河南、北京、陕西等水文部门负责人以及河海大学的专家作交流发言。水利部有关司局负责人，各流域机构、各省（自治区、直辖市）水利（水务）厅（局），新疆生产建设兵团水利局相关负责人（部分）以及水文部门负责人参加会议。/n刘宁要求，2016年是 “十三五”开局之年，要重点做好水文测报工作，着力推进重点项目建设和监管，扎实做好各项水文服务，进一步深化水文体制机制改革，切实加强党风廉政建设和安全生产。 /n刘宁要求，“十三五”时期，水文要着力提升水文站网功能和监测能力，水文服务能力，水文行业管理能力等三方面能力，突出抓好六项工作：一是优化完善水文站网布局，二是切实增强水文测报水平，三是大力加强水文信息服务，四是健全完善水文法规体系，五是深入推进体制机制改革创新，六是不断创新人才队伍建设。 /n刘宁说，“十三五”时期水文发展的总体目标是：紧密围绕全面建成小康社会要求和水利改革发展任务，持续推进“大水文”发展战略，基本建成满足水利工作和国家经济社会发展需求的水文业务管理体系，着力构建满足生态安全需求的水文信息服务体系，水文站网布局优化完善，水文测报能力显著增强，水文服务水平明显提高，社会公共服务不断拓展，行业管理更加规范高效。 /n刘宁说，“十二五”期间，“大水文”发展战略大力推进，水文基本建设跨越发展，水文情报预报水平明显提升，水文服务领域进一步拓展，水文保障体系不断健全“十二五”水文实现跨越式发展，为水利改革发展和国民经济建设提供了坚实支撑。 /n4月6日，水利部在山东省胶州市召开2016年全国水文工作会，会议全面总结交流2015年及“十二五”水文工作，分析当前面临的新形势、新要求，科学谋划“十三五”水文改革发展，安排部署2016年重点任务。山东省副省长赵润田出席会议，水利部副部长刘宁发表讲话。刘宁强调，水文工作在我国全面深化改革中面临新的使命和机遇，要开拓创新，扎实工作，推进共享，不断深化水文改革发展，夯实水文支撑能力，提升水文服务水平，努力开创水文事业发展新局面。 /n,2016-04-15,水利部召开2016年全国水文工作会
水利部向社会公布地下水监测信息，主要目的是让社会公众了解地下水现状，重视地下水保护。水利部将坚持问题导向，全面贯彻落实最严格水资源管理制度、水污染防治行动计划，进一步加大节水型社会建设力度，强化水源地保护，配合有关部门加强地下水保护与水污染治理，加大地下水监测力度，逐步改善地下水水质状况。/n2014年起，水利部和财政部等有关部门，在河北启动了地下水超采综合治理试点。采取置换水源、调整农业种植结构、推广节水灌溉、加强地下水管理等措施压采地下水，已形成7.6亿立方米的地下水压采能力，同时也减缓了地下水污染趋势。同时，2015年，水利部与国土资源部联合启动了国家地下水监测工程，新建改建地下水监测站点20401个，建设期为3年，该项工程完工后，将大大提高地下水监测的能力和水平。/n党中央、国务院高度重视地下水治理与保护，出台了实行最严格水资源管理制度的意见和水污染防治行动计划。为解决华北地区严重缺水问题，建设了南水北调工程。目前，南水北调中线供水规模分别占北京城区、天津中心城区供水总量的70%左右和80%以上，水质达到Ⅱ类，南水北调水置换了部分地区地下水水源，显著提高了城市供水保障能力，有效缓解了部分地区用水紧张问题。/n近年来，水利部组织对地下水水源地开展了几次较大规模的摸底调查。根据正在编制的《全国水资源保护规划》，4748个城镇饮用水水源地中，有地下水饮用水水源地1817个，水质达标率为85%左右。2014年，175个供水人口50万以上的全国重要饮用水水源地中共有33个地下水水源地，水质全部达标。总的来看，我国地下水饮用水水源地水质良好。/n2014年起，水利部针对目前地下水问题比较突出的18个省区开展了地下水水质监测。这18个省区主要分布在北方的松辽平原、黄淮海平原、西北地区盆地以及江汉平原。2015年18个省区地下水水质的总体情况是，Ⅱ-Ⅲ类19.9%，Ⅳ-Ⅴ类80.1%。这个结果与去年环保部发布的《中国环境状况公报》和水利部公布的《水资源公报》所反映的状况基本一致。但这些数据主要是北方平原地区浅层地下水的监测数据，并不是地下水饮用水水源地的水质数据。目前地下水饮用水水源主要取自深层地下水。/n4月11日下午，水利部召开新闻通气会，水资源司司长陈明忠介绍了地下水水质监测有关情况。/n,2016-04-15,我国地下水饮用水水源地水质总体良好
水利部机关各司局、在京直属各单位党政主要负责同志列席会议。/n五要加强组织领导，确保“两学一做”学习教育实现预期目标。要落实主体责任，党组织主要负责同志要担负起第一责任人职责，班子成员要履行好分管责任，一级抓好一级，层层传导压力。要把学习教育开展情况作为党建述职评议考核的首要内容，对组织不力、问题较多的要批评教育和追究问责。要加强系统谋划，抓紧研究制定水利部“两学一做”学习教育有关方案和工作安排。要抓好督促指导，坚持从实际出发，突出重点、区分层次、分类指导，把重点放到基层、放到党支部，加强对所属党支部全覆盖、全过程的指导，引导基层结合实际创造性地开展学习教育。要强化宣传引导，充分运用各种媒体资源，用好正反两方面典型，丰富内容，创新形式，及时宣传解读中央和部党组的部署要求，跟踪报道进展和成效，努力为学习教育营造良好的舆论氛围。/n四要注重统筹兼顾，坚持把学习教育与中心工作紧密结合起来。要把学习教育与协调推进“四个全面”战略布局、决胜全面建成小康社会的中心任务和工作大局紧密结合起来，与贯彻落实中央加快水利改革发展、保障国家水安全的决策部署和目标任务紧密结合起来，与完成本部门本单位的重点任务和工作要求紧密结合起来，与党员干部履职尽责和干事创业紧密结合起来，做到学习教育与日常工作有机融合、相互促进。要通过学习教育，引导党员干部准确把握我国经济社会发展和水利工作的大势，牢固树立和自觉践行五大发展理念和中央水利工作方针，始终保持昂扬向上的干劲韧劲，不断增强攻坚克难的意志品质，在完成急难险重任务、推进节水治水管水兴水、实现“十三五”水利发展良好开局中发挥先锋模范作用。/n三要突出教育特点，着力推动思想政治建设抓在日常、严在经常。要突出经常性教育的特点，用好日常教育途径、教育方式，推动思想政治建设常态化制度化。要以党支部为基本单位，切实履行好党章规定的职责任务，充分发挥主观能动作用，明确开展学习教育的具体任务、工作措施、方法载体，强化保障措施，把学习教育覆盖到每个支部、每名党员。要以党的组织生活为基本形式，切实贯彻好“三会一课”、组织生活会等制度，用好批评和自我批评这个利器，提高组织生活的质量和水平。要以落实党员教育管理制度为基本依托，切实带动好基层党组织建设，畅通党组织同党员的联系，完善党员日常教育管理措施，进一步健全疏通出口、纯洁队伍的自我净化机制。/n二要强化关键措施，高质量推动“两学一做”学习教育扎实有序开展。要组织好专题学习讨论，把个人自学与集中学习结合起来，党员要读原著、学原文、悟原理，党小组要定期组织集中学习，党支部要围绕专题开展学习讨论，各单位党委（党组）要以中心组等形式定期组织集中研讨。要创新方式讲党课，各级党组织书记要带头讲党课，党员领导干部要在所在党支部讲党课、到联系单位党支部讲党课。要开好专题组织生活会，党组织领导班子成员要对照职能职责，进行党性分析，查摆存在问题，广泛征求意见，开展批评和自我批评，提出整改措施。要组织开展民主评议党员，按照个人自评、党员互评、民主测评、组织评定的程序，对党员进行民主评议。/n一要把握总体要求，深刻领会中央关于开展“两学一做”学习教育的核心要义。要把握好“基础在学、关键在做”的要求，坚持学与做结合、知与行结合，引导广大党员干部在学党章党规、学系列讲话的基础上，牢固树立政治意识、大局意识、核心意识、看齐意识，切实做到“四讲四有”。要把握好“带着问题学、针对问题改”的要求，强化问题意识问题导向，切实严格党员教育管理、加强基层党组织建设。要把握好“区分层次、分类指导”的要求，针对不同单位的性质特点，采取多样化的学习方式，做到具体化、精准化、差异化。要把握好“领导带头、以上率下”的要求，各级领导机关和党员领导干部要走在前、带头学、带头做，为基层党组织和普通党员立标杆、做表率，层层示范、层层带动，上行下效、整体联动。/n陈雷结合水利工作实际，就学习贯彻习近平总书记重要指示精神和中央“两学一做”学习教育工作座谈会精神，扎实开展水利部“两学一做”学习教育提出明确要求。/n陈雷指出，在全体党员中开展“学党章党规、学系列讲话，做合格党员”学习教育，是党中央为深化党内教育作出的又一重要部署。习近平总书记关于“两学一做”学习教育的重要指示，从党和国家全局的战略高度，深刻阐明了开展学习教育的重要意义，精辟阐述了学习教育的总体目标、基本要求和主要任务，突出强调了各级党组织应当履行的主体责任。习近平总书记的重要指示，充分彰显了党中央深入推进全面从严治党、不断加强马克思主义执政党自身建设的政治定力，充分反映了党中央坚持思想建党和制度建党相结合、持续抓好党的思想政治建设的坚定决心，充分体现了党中央深化党内教育、全面推动管党治党工作向基层延伸的鲜明态度，具有很强的思想性、政治性、指导性和针对性，为开展“两学一做”学习教育指明了正确方向、提供了根本遵循。刘云山同志的重要讲话，深刻阐述了开展“两学一做”学习教育的重大意义，明确了学与做的目标要求和途径方法，强调要强化问题导向、突出经常性教育特点、注重分类指导、坚持与中心工作紧密结合、加强组织领导。赵乐际同志的总结讲话，就贯彻落实中央部署要求、扎实推进“两学一做”学习教育提出了具体要求。我们要深入学习领会习近平总书记的重要指示和中央座谈会精神，充分认识开展“两学一做”学习教育的重要性和紧迫性，引导广大党员干部把思想和行动统一到习近平总书记的重要指示精神上来，统一到党中央的决策部署上来，扎扎实实做好学习教育各项工作，确保学习教育取得实效。/n4月8日，水利部党组书记、部长陈雷主持召开党组扩大会议，学习贯彻习近平总书记关于“两学一做”学习教育的重要指示精神，传达学习刘云山同志、赵乐际同志在中央“两学一做”学习教育工作座谈会上的重要讲话精神，研究部署水利部“两学一做”学习教育工作。陈雷强调，要把开展“两学一做”学习教育作为一项重大政治任务，周密安排部署，精心组织推动，确保学习教育抓到位、见实效。部领导矫勇、田学斌、田野，总工程师汪洪出席会议。/n,2016-04-15,陈雷主持召开党组扩大会议传达贯彻中央“两学一做”学习教育工作座谈会精神
多年来，中国大坝工程学会致力于组织国内专家全面和深入参与有关国际组织的各项活动及相关工作，推进中国专家不断走上国际舞台。此次周建平副秘书长担任国际大坝委员会副主席，正是学会在推荐专家国际组织任职，提升中国影响力方面的重要成果。他的当选将有助于中国了解水利水电行业的国际标准和规则，有助于与世界各国更好更多地分享中国水利水电行业的技术和经验，有助于中国水利水电行业在世界舞台上掌握更多更公平的话语权。/n周建平副秘书长从事水电工程设计咨询35年，拥有注册投资（咨询）、注册土木工程师资质，是水电规划设计资深专家。在龙滩、大朝山、溪洛渡、向家坝、伊朗U. Gotvand、溪洛渡等国内外水电工程建设中做出了重要贡献；组织开展水电工程重大课题和关键技术研究并取得系列成果；热心参与国内外技术交流，为促进水电工程技术进步做出了积极贡献。/n国际大坝委员会成立于1928年，目前由97个国家委员会组成，是世界上坝工技术领域最具影响力的国际学术组织。国际大坝委员会董事会由主席、秘书长和6位副主席组成。前5位副主席分别来自欧洲（2席）、亚太、美洲和非洲，第六位为非分区副主席。除秘书长外，主席和副主席任期均为三年，不可连任，也不可再任。此次，周建平当选为非分区副主席。/n5月20日，第84届执行会议召开，会议由国际大坝委员会主席Anton Schleiss主持。会上，经出席执行会议的各国家委员会代表一致表决同意，中国大坝工程学会副秘书长、中国电建集团总工程师周建平教高成功当选为国际大坝委员会第六位副主席（非分区副主席），任期为2016-2019年。/n国际大坝委员会第84届年会于2016年5月16-20日在南非约翰内斯堡召开，来自70多个国家和地区的1200多名代表参加了会议。/n#http://www.ches.org.cn/ches/hyxw_22318/201612/W020170120367632323046.jpg#http://www.ches.org.cn/ches/hyxw_22318/201612/W020170120367632328542.jpg#http://www.ches.org.cn/ches/hyxw_22318/201612/W020170120367632329713.jpg,2016-05-25,中国大坝工程学会副秘书长周建平当选国际大坝委员会副主席
　　中央和国家机关各部委、各人民团体、中央军委机关各部门、武警部队主要负责同志，全国科技创新大会会议代表，两院院士大会会议代表，中国科协九大会议代表等参加会议。/n　　马凯、刘延东、孙政才、汪洋、胡春华、陈竺、杨洁篪、郭声琨、周强、曹建明、韩启德、万钢、周小川和路甬祥、陈至立、桑国卫、宋健、徐匡迪、王志珍出席会议。/n　　李克强指出，要以体制机制改革激发科技创新活力。推进科技领域简政放权、放管结合、优化服务改革，在选人用人、成果处置、薪酬分配等方面，给科研院所和高校开展科研更大自主权。让科研人员少一些羁绊束缚和杂事干扰，多一些时间去自由探索。完善保障和激励创新的分配机制，提高间接费用和人头费用比例，推进科技成果产权制度改革，提高科研人员成果转化收益分享比例。把创新精神、企业家精神和工匠精神结合起来，解决“最先一公里”和“最后一公里”问题，打通科技成果转化通道。加大财政科技投入，改进科研活动评价机制，加强知识产权保护，营造尊重劳动、尊重知识、尊重人才、尊重创造的良好环境。/n　　李克强强调，要落实和完善支持创新的政策措施，充分发挥科技创新在全面创新中的引领作用。一是补好基础研究短板。加大长期稳定支持力度，到2020年研发投入强度达到2.5%，组建国家实验室和综合性国家科学中心等高水平创新平台，充分发挥科研院所和高校主力军作用，调动企业和社会力量积极性，增强原始创新能力。二是突破应用研究产业化瓶颈。建立以企业为主体、市场为导向的创新机制，部署推进一批体现国家战略意图的重大科技项目和工程，形成一批既利当前、更惠长远的新产业领域和经济增长点。三是大力推动协同创新。依托互联网打造开放共享的创新机制和创新平台，推动企业、科研机构、高校、创客等创新主体协同，人才、技术、资金等创新要素协同，大众创业、万众创新与科技创新协同以及区域创新协同，加速释放创新潜能，培育新动能，改造提升传统产业。/n　　李克强指出，当前，世界新一轮科技革命和产业变革正孕育兴起和交互影响，创新既是我国实现“双中高”的重要支撑，也是推进供给侧结构性改革的重要内容和培育国际竞争新优势的重要依托。党的十八大作出了实施创新驱动发展战略的决策部署，党的十八届五中全会强调创新是引领发展的第一动力。党中央、国务院出台了关于促进科技创新的一系列政策措施。各地区各部门要切实增强责任感和紧迫感，使创新贯穿到经济社会发展各个领域各个环节，塑造更多依靠创新驱动的引领型发展，努力建设创新型国家和世界科技强国。/n　　李克强说，今天上午，习近平总书记发表了重要讲话，强调要把科技创新放在更重要的位置，提出了建设创新型国家和世界科技强国等方面的明确要求，要认真贯彻落实。创新事关国家前途命运。几千年来，中华民族有许多遥遥领先的创新成果，对世界文明进步贡献巨大。但后来由于多种原因，我国屡次与世界科技革命失之交臂。新中国成立特别是改革开放后，我国建立起全面独立的科学技术体系，开启了全面创新的时代。全国广大科技工作者尤其是两院院士创造了许多重大科技成果，作出了突出贡献。中国科协作为“科技工作者之家”，也功不可没。/n　　中共中央政治局常委、中央书记处书记刘云山主持会议。/n　　新华社北京5月30日电  5月30日下午，全国科技创新大会、两院院士大会、中国科协九大第二次全体会议在北京举行。中共中央政治局常委、国务院总理李克强发表重要讲话。/n刘云山主持/n汇聚建设创新型国家和世界科技强国的强大力量/n以深化改革更好激发广大科研人员积极性/n李克强在全国科技创新大会、两院院士大会、中国科协九大第二次全体会议上强调/n,2016-06-03,李克强：以深化改革更好激发广大科研人员积极性
